epoch,train_loss,train_acc,train_f1,train_auc,train_parity,train_equality,val_loss,val_acc,val_f1,val_auc,val_parity,val_equality,test_loss,test_acc,test_f1,test_auc,test_parity,test_equality
1,0.8702437877655029,0.632,0.6420233463035019,0.6596018603453547,0.07136902635294923,0.06202603282399555,0.6647878885269165,0.6350877192982456,0.6553755522827688,0.6809970722564179,0.0575556269866781,0.048110558983926466,0.6636821031570435,0.6445830085736555,0.6594473487677371,0.6860158456013379,0.03652694451677363,0.06418840914338486
2,0.7118412256240845,0.558,0.7009472259810554,0.6618548737507846,0.04542438626039913,0.018845500848896468,0.6615941524505615,0.5489278752436647,0.6973580957363327,0.6578326622646519,0.021607914568377407,0.02019051377726755,0.6643626093864441,0.5374123148869836,0.6863936591809775,0.6648024782739809,0.02507134013168033,0.019510505656892274
3,0.6880953907966614,0.632,0.5639810426540284,0.6572844751283413,0.02693138706000442,0.02388228636106393,0.6623998880386353,0.6456140350877193,0.5903560162235241,0.68864493064808,0.02001857209186042,0.02329847158438575,0.6574472188949585,0.6527669524551831,0.594446973145198,0.6917022294109225,0.030059835373014543,0.05658541412408874
4,0.6816895008087158,0.55,0.6853146853146853,0.649865623843319,0.054543289269977424,0.03305036785512172,0.6602330207824707,0.5504873294346978,0.6852306852306852,0.6543353973130337,0.06955605557341338,0.06632552382319168,0.6649020314216614,0.549103663289166,0.6808275862068965,0.6578650778420497,0.06532603901521394,0.05742652637134282
5,0.6811646223068237,0.554,0.6432,0.6542107211252193,0.09724561493050232,0.08856819468024901,0.6507428884506226,0.5750487329434698,0.6635802469135802,0.665670768933374,0.08548519589985348,0.06830331515499422,0.6519045233726501,0.5635229929851909,0.6513075965130759,0.6698278671796231,0.0638660240298008,0.08658508427614864
6,0.6579141616821289,0.636,0.5991189427312776,0.660004184167753,0.017608329505435616,0.009677419354838679,0.6455346941947937,0.6623781676413255,0.6400665004156276,0.687124167893187,0.0455909139612129,0.05563154778989665,0.6414048671722412,0.6726422447388932,0.6467619848612278,0.6922407727243651,0.04190867400349657,0.06399050037932508
7,0.6552487015724182,0.634,0.655367231638418,0.662402034149246,0.08475816192857993,0.0800792303338993,0.6358035802841187,0.6292397660818714,0.6553098948894527,0.6807529916694501,0.060287867423836516,0.05374569460390355,0.6337225437164307,0.6332813717848792,0.6564439576487769,0.6881572254053543,0.038938161257924375,0.06773427449945568
8,0.6634056568145752,0.628,0.6555555555555556,0.6631423099824587,0.08984501267459466,0.09117147707979623,0.6311101317405701,0.6206627680311891,0.6541059367223605,0.6806465505112235,0.05634129790349662,0.0477809270952928,0.6306143999099731,0.6231488698363211,0.6547661549446626,0.6882358137395558,0.040746241690269525,0.06257215423689688
9,0.6336228251457214,0.638,0.6471734892787524,0.6633837042758977,0.06607802106194388,0.055574419920769724,0.6261337995529175,0.6432748538011696,0.658454647256439,0.6857899830305878,0.0613593342619379,0.054194173363949494,0.6250102519989014,0.647310989867498,0.6599022923712891,0.6927872357924172,0.03996243018763651,0.07004321008015302
10,0.6311964988708496,0.646,0.6257928118393234,0.665491881105264,0.016060157539257214,0.010979060554612285,0.6231027841567993,0.6627680311890838,0.6530284797432812,0.6919427713607218,0.035179827850994716,0.04232966776693459,0.6209130883216858,0.6667965705378021,0.6548243843358902,0.6974830410639277,0.03162745837828074,0.04982353135204676
11,0.637726366519928,0.628,0.5903083700440529,0.667487407264359,0.02611476888004216,0.0032258064516129115,0.6215410232543945,0.6627680311890838,0.6415250725238292,0.6947952720550362,0.03794778384942321,0.041735433409873735,0.6192324161529541,0.6749805144193297,0.649874055415617,0.700167228664638,0.029269381400020167,0.04858660157667316
12,0.6214348077774048,0.638,0.635814889336016,0.6683725196736349,0.032460572653498665,0.03106960950764004,0.6159116625785828,0.6584795321637427,0.6609907120743034,0.6927083524499207,0.05118039929997498,0.05222759400114807,0.616149365901947,0.6601714731098987,0.6588419405320813,0.698440722159778,0.03170451103447175,0.05172015700761945
13,0.6312953233718872,0.642,0.6383838383838384,0.6694185616118702,0.03889144082070123,0.03106960950764004,0.6144322156906128,0.6588693957115009,0.6594005449591281,0.6930010656350438,0.055198399942855136,0.0540618721297359,0.6153028011322021,0.6601714731098987,0.6575019638648861,0.6990791762236783,0.032622500438403035,0.054391925322426316
14,0.6258050799369812,0.642,0.6183368869936033,0.6703197669740422,0.0034025757498425957,0.03729485002829647,0.6142736077308655,0.6674463937621833,0.6528286528286529,0.6949946962940124,0.038376370584663755,0.04370201277267505,0.6140479445457458,0.6699142634450507,0.6535787321063395,0.7013454444657669,0.027065409734141788,0.04477685786852259
15,0.6260690689086914,0.632,0.5818181818181818,0.6719290622636347,0.03710508855203387,0.011488398415393342,0.6172854900360107,0.6662768031189084,0.6360544217687074,0.6978869594899633,0.044448016000571466,0.056080026549942597,0.6157823204994202,0.6726422447388932,0.6366782006920415,0.7039504345203828,0.03399084933283025,0.054886697232575776
16,0.6211954355239868,0.644,0.586046511627907,0.6740694249987931,0.0522465506388336,0.024391624221844932,0.6184524893760681,0.6693957115009747,0.6303400174367917,0.6991275495410183,0.03725133040465728,0.038264207807118256,0.6165536642074585,0.6706936866718628,0.6269315673289183,0.7058463019315062,0.03847584532077819,0.06305043375004127
