node_id,label,sens,logit,prob,pred,error,split
0,-1,0,1.5322212,0.8223311,1,1,unassigned
1,-1,1,0.08600935,0.5214891,1,1,unassigned
2,1,0,0.43651846,0.6074291,1,0,unassigned
3,-1,0,7.8305883,0.99960274,1,1,unassigned
4,-1,1,1.160314,0.7613898,1,1,unassigned
5,-1,1,1.122645,0.75447905,1,1,unassigned
6,-1,1,2.0967596,0.8905878,1,1,unassigned
7,-1,0,-0.34977043,0.4134381,0,1,unassigned
8,-1,0,0.47344032,0.6161977,1,1,unassigned
9,-1,0,0.48478726,0.61887765,1,1,unassigned
10,-1,0,-0.45209622,0.38886246,0,1,unassigned
11,-1,0,-0.3884946,0.40407974,0,1,unassigned
12,-1,1,-0.3816914,0.405719,0,1,unassigned
13,-1,1,0.9506016,0.7212361,1,1,unassigned
14,-1,1,2.6069672,0.9313086,1,1,unassigned
15,-1,0,0.57472193,0.639852,1,1,unassigned
16,-1,0,-0.32104808,0.42042032,0,1,unassigned
17,-1,0,2.4490385,0.92049116,1,1,unassigned
18,0,1,-0.34002635,0.41580305,0,0,val
19,-1,0,10.420473,0.9999702,1,1,unassigned
20,-1,0,1.6525441,0.8392346,1,1,unassigned
21,-1,0,0.6377175,0.65423733,1,1,unassigned
22,-1,0,-0.12381533,0.46908566,0,1,unassigned
23,-1,0,0.621176,0.650486,1,1,unassigned
24,-1,0,-0.30707282,0.4238294,0,1,unassigned
25,-1,0,6.265585,0.998103,1,1,unassigned
26,-1,0,-0.43908572,0.39195886,0,1,unassigned
27,1,0,3.4084105,0.9679663,1,0,unassigned
28,-1,0,-0.25630477,0.43627226,0,1,unassigned
29,-1,0,5.3211136,0.99513644,1,1,unassigned
30,-1,0,-0.38260272,0.4054993,0,1,unassigned
31,-1,0,0.6275548,0.6519348,1,1,unassigned
32,-1,0,-0.41178337,0.3984846,0,1,unassigned
33,-1,0,-0.17891908,0.45538917,0,1,unassigned
34,-1,0,-0.3373463,0.41645426,0,1,unassigned
35,0,0,-0.42844358,0.39449805,0,0,val
36,-1,0,7.082691,0.99916124,1,1,unassigned
37,-1,0,0.07449156,0.5186143,1,1,unassigned
38,-1,1,17.093489,1.0,1,1,unassigned
39,-1,0,0.10888466,0.52719426,1,1,unassigned
40,-1,0,-0.37191468,0.40807843,0,1,unassigned
41,-1,0,4.5512166,0.9895559,1,1,unassigned
42,-1,0,0.2348539,0.5584451,1,1,unassigned
43,-1,1,-0.30631137,0.42401537,0,1,unassigned
44,-1,1,2.3985398,0.9167159,1,1,unassigned
45,-1,1,-0.39204544,0.40322503,0,1,unassigned
46,-1,0,0.26016703,0.5646773,1,1,unassigned
47,-1,0,-0.35649645,0.41180792,0,1,unassigned
48,-1,1,3.8963387,0.9800884,1,1,unassigned
49,-1,1,-0.381795,0.40569404,0,1,unassigned
50,-1,0,-0.37640485,0.40699428,0,1,unassigned
51,-1,0,0.02650556,0.506626,1,1,unassigned
52,-1,0,-0.24478613,0.43910724,0,1,unassigned
53,0,0,-0.31645024,0.4215411,0,0,val
54,-1,0,-0.2992397,0.4257433,0,1,unassigned
55,-1,1,3.5088441,0.9709383,1,1,unassigned
56,-1,0,-0.39944935,0.40144464,0,1,unassigned
57,-1,1,0.70280135,0.6688086,1,1,unassigned
58,-1,0,-0.41205865,0.3984186,0,1,unassigned
59,-1,1,2.1208718,0.8929153,1,1,unassigned
60,0,0,-0.08688143,0.4782933,0,0,unassigned
61,-1,0,-0.29905927,0.42578745,0,1,unassigned
62,0,0,-0.40271217,0.40066087,0,0,unassigned
63,-1,0,0.9482243,0.7207579,1,1,unassigned
64,-1,1,1.7875417,0.8566257,1,1,unassigned
65,-1,0,1.9693846,0.877545,1,1,unassigned
66,-1,0,0.59557796,0.64464396,1,1,unassigned
67,-1,0,-0.43295413,0.39342114,0,1,unassigned
68,-1,0,2.403208,0.9170716,1,1,unassigned
69,-1,0,-0.10509822,0.47374958,0,1,unassigned
70,-1,0,1.4145892,0.8044888,1,1,unassigned
71,1,0,4.6358414,0.99039525,1,0,test
72,-1,0,2.0364041,0.8845666,1,1,unassigned
73,-1,0,2.6466024,0.9338013,1,1,unassigned
74,-1,0,0.3342276,0.58278763,1,1,unassigned
75,-1,0,1.245755,0.7765641,1,1,unassigned
76,-1,0,0.14736727,0.5367753,1,1,unassigned
77,-1,0,-0.35025322,0.41332102,0,1,unassigned
78,-1,0,0.7462965,0.6783712,1,1,unassigned
79,-1,0,0.36405787,0.5900224,1,1,unassigned
80,-1,0,-0.4147318,0.39777806,0,1,unassigned
81,-1,1,7.2292004,0.9992754,1,1,unassigned
82,-1,1,2.4873252,0.92324847,1,1,unassigned
83,-1,1,0.17137352,0.5427388,1,1,unassigned
84,1,1,1.7522391,0.852235,1,0,val
85,-1,1,7.3233333,0.9993405,1,1,unassigned
86,-1,0,1.1260616,0.75511134,1,1,unassigned
87,-1,1,0.93324995,0.71773416,1,1,unassigned
88,0,1,-0.46091968,0.3867677,0,0,val
89,-1,1,0.11946651,0.5298312,1,1,unassigned
90,-1,0,13.127356,0.999998,1,1,unassigned
91,-1,0,-0.27260095,0.43226868,0,1,unassigned
92,-1,0,-0.098341554,0.4754344,0,1,unassigned
93,-1,0,0.12026033,0.5300289,1,1,unassigned
94,-1,1,-0.32906643,0.4184678,0,1,unassigned
95,1,0,-0.41065142,0.39875594,0,1,val
96,0,0,-0.44298625,0.39102966,0,0,unassigned
97,-1,1,-0.4208707,0.39630842,0,1,unassigned
98,-1,0,-0.39760506,0.40188786,0,1,unassigned
99,-1,1,0.92232835,0.71551627,1,1,unassigned
100,-1,0,5.312112,0.99509275,1,1,unassigned
101,-1,0,1.0569931,0.7421155,1,1,unassigned
102,-1,0,-0.37920642,0.4063183,0,1,unassigned
103,-1,1,3.4737432,0.9699314,1,1,unassigned
104,1,0,1.1940725,0.76746863,1,0,val
105,0,0,-0.39409614,0.40273163,0,0,unassigned
106,-1,0,-0.40483347,0.40015158,0,1,unassigned
107,-1,1,4.2869134,0.9864391,1,1,unassigned
108,1,1,2.8507726,0.9453586,1,0,train
109,-1,0,-0.35644317,0.41182086,0,1,unassigned
110,0,0,-0.34393835,0.41485313,0,0,test
111,0,1,-0.37939999,0.40627164,0,0,unassigned
112,-1,0,0.2969999,0.57370895,1,1,unassigned
113,-1,0,-0.38124666,0.40582624,0,1,unassigned
114,-1,0,-0.09224653,0.47695473,0,1,unassigned
115,-1,0,0.28342536,0.5703858,1,1,unassigned
116,-1,0,0.6578615,0.65877986,1,1,unassigned
117,-1,0,-0.36519554,0.40970242,0,1,unassigned
118,-1,1,1.2564666,0.7784172,1,1,unassigned
119,0,0,-0.28544492,0.4291194,0,0,test
120,-1,1,1.0114447,0.7333028,1,1,unassigned
121,1,0,13.858432,0.99999905,1,0,unassigned
122,-1,0,-0.41681418,0.39727932,0,1,unassigned
123,-1,0,3.5079525,0.9709132,1,1,unassigned
124,-1,0,0.42538515,0.6047712,1,1,unassigned
125,1,0,-0.27073014,0.43272787,0,1,unassigned
126,-1,0,-0.36310095,0.41020912,0,1,unassigned
127,-1,1,-0.14007568,0.46503818,0,1,unassigned
128,-1,0,0.43002144,0.6058788,1,1,unassigned
129,-1,1,-0.3734524,0.40770707,0,1,unassigned
130,-1,0,2.2761064,0.90687877,1,1,unassigned
131,-1,0,-0.42553625,0.39519274,0,1,unassigned
132,-1,0,-0.47248676,0.38402784,0,1,unassigned
133,-1,0,-0.47049338,0.38449946,0,1,unassigned
134,-1,0,-0.392832,0.40303576,0,1,unassigned
135,-1,0,-0.36721408,0.40921438,0,1,unassigned
136,-1,0,0.26603344,0.5661189,1,1,unassigned
137,-1,1,0.67380357,0.6623543,1,1,unassigned
138,0,0,-0.37836808,0.40652058,0,0,unassigned
139,-1,0,0.83397806,0.6971954,1,1,unassigned
140,-1,1,-0.42959934,0.39422202,0,1,unassigned
141,-1,0,2.361059,0.91380924,1,1,unassigned
142,-1,0,0.010110378,0.50252753,1,1,unassigned
143,-1,1,1.6637765,0.8407443,1,1,unassigned
144,-1,0,0.6004368,0.64575624,1,1,unassigned
145,-1,0,0.5548787,0.6352667,1,1,unassigned
146,-1,0,1.6788477,0.84275186,1,1,unassigned
147,-1,0,-0.30846462,0.42348954,0,1,unassigned
148,-1,0,6.142559,0.9978551,1,1,unassigned
149,-1,0,0.3176718,0.57875675,1,1,unassigned
150,-1,0,-0.40284383,0.40062928,0,1,unassigned
151,-1,0,3.6106784,0.9736781,1,1,unassigned
152,-1,1,0.6420524,0.6552173,1,1,unassigned
153,-1,0,-0.2613174,0.43503988,0,1,unassigned
154,-1,1,4.4268904,0.9881896,1,1,unassigned
155,-1,1,3.2638714,0.9631684,1,1,unassigned
156,-1,0,-0.2775043,0.43106574,0,1,unassigned
157,-1,0,-0.47585407,0.3832316,0,1,unassigned
158,-1,0,1.5280043,0.8217141,1,1,unassigned
159,0,0,-0.4241016,0.3955357,0,0,test
160,-1,0,-0.12386748,0.46907264,0,1,unassigned
161,-1,0,-0.23377234,0.44182166,0,1,unassigned
162,-1,0,-0.21161427,0.44729298,0,1,unassigned
163,-1,0,-0.43182048,0.3936917,0,1,unassigned
164,-1,0,0.1479111,0.5369105,1,1,unassigned
165,-1,1,-0.23278178,0.44206595,0,1,unassigned
166,-1,1,3.478811,0.9700788,1,1,unassigned
167,1,0,2.1363955,0.89439064,1,0,unassigned
168,1,1,0.8201543,0.6942691,1,0,unassigned
169,-1,0,-0.25157475,0.43743595,0,1,unassigned
170,-1,0,0.16187844,0.5403815,1,1,unassigned
171,-1,0,-0.29958427,0.42565912,0,1,unassigned
172,-1,0,0.7428545,0.67761976,1,1,unassigned
173,1,0,2.282937,0.90745395,1,0,unassigned
174,-1,1,5.6467953,0.99648356,1,1,unassigned
175,-1,0,0.3659213,0.59047306,1,1,unassigned
176,-1,0,-0.42684942,0.3948789,0,1,unassigned
177,-1,1,3.3956869,0.96756953,1,1,unassigned
178,-1,0,-0.38849476,0.40407974,0,1,unassigned
179,-1,1,-0.35420114,0.41236404,0,1,unassigned
180,-1,0,0.8723309,0.7052305,1,1,unassigned
181,-1,0,4.0957794,0.98362964,1,1,unassigned
182,-1,0,-0.41397634,0.39795908,0,1,unassigned
183,0,0,-0.37814823,0.4065736,0,0,unassigned
184,-1,1,1.3620493,0.79609257,1,1,unassigned
185,-1,0,-0.39014125,0.40368327,0,1,unassigned
186,-1,0,-0.4237926,0.39560956,0,1,unassigned
187,-1,0,-0.28384012,0.42951262,0,1,unassigned
188,-1,1,4.691031,0.99090624,1,1,unassigned
189,-1,1,-0.26416045,0.43434125,0,1,unassigned
190,-1,0,7.3790264,0.99937624,1,1,unassigned
191,-1,1,-0.37034076,0.4084587,0,1,unassigned
192,-1,0,1.0206313,0.73509556,1,1,unassigned
193,-1,0,8.620289,0.9998197,1,1,unassigned
194,0,0,-0.37577456,0.40714642,0,0,unassigned
195,1,0,0.17673823,0.5440699,1,0,test
196,-1,0,-0.4540835,0.38839033,0,1,unassigned
197,-1,1,2.536109,0.92663467,1,1,unassigned
198,-1,0,-0.112421125,0.47192428,0,1,unassigned
199,-1,1,-0.4122326,0.3983769,0,1,unassigned
200,-1,0,0.07552186,0.5188715,1,1,unassigned
201,-1,0,11.653437,0.9999913,1,1,unassigned
202,-1,1,4.1407895,0.9843389,1,1,unassigned
203,-1,0,2.0171802,0.8825891,1,1,unassigned
204,-1,0,0.5397533,0.63175505,1,1,unassigned
205,-1,0,1.7727722,0.8548021,1,1,unassigned
206,-1,0,1.1141821,0.752908,1,1,unassigned
207,-1,0,8.406229,0.99977654,1,1,unassigned
208,-1,0,2.5302246,0.9262337,1,1,unassigned
209,-1,0,5.130176,0.9941193,1,1,unassigned
210,-1,0,4.8043795,0.99187285,1,1,unassigned
211,0,0,-0.34480643,0.41464245,0,0,unassigned
212,-1,1,-0.40459397,0.40020907,0,1,unassigned
213,-1,1,4.632503,0.9903634,1,1,unassigned
214,-1,1,-0.29619807,0.42648715,0,1,unassigned
215,-1,0,-0.3938259,0.40279663,0,1,unassigned
216,-1,0,13.429492,0.99999857,1,1,unassigned
217,1,0,-0.47717798,0.38291872,0,1,unassigned
218,-1,0,-0.40475005,0.4001716,0,1,unassigned
219,-1,0,0.033605486,0.5084006,1,1,unassigned
220,-1,0,-0.11884752,0.47032303,0,1,unassigned
