node_id,label,sens,logit,prob,pred,error,split
0,-1,0,3.6121702,0.9737163,1,1,unassigned
1,-1,1,0.633665,0.65332,1,1,unassigned
2,1,0,1.6972439,0.84517443,1,0,unassigned
3,-1,0,5.8755894,0.9972007,1,1,unassigned
4,-1,1,4.0517936,0.9829061,1,1,unassigned
5,-1,1,1.2443435,0.77631915,1,1,unassigned
6,-1,1,1.8249768,0.86116225,1,1,unassigned
7,-1,0,0.8911355,0.70912445,1,1,unassigned
8,-1,0,-0.41308063,0.39817366,0,1,unassigned
9,-1,0,1.9686762,0.8774689,1,1,unassigned
10,-1,0,-0.27265078,0.43225643,0,1,unassigned
11,-1,0,1.6574999,0.8399021,1,1,unassigned
12,-1,1,0.75736564,0.6807815,1,1,unassigned
13,-1,1,2.412843,0.91780144,1,1,unassigned
14,-1,1,2.5164604,0.9252878,1,1,unassigned
15,-1,0,0.90200406,0.7113611,1,1,unassigned
16,-1,0,0.4330837,0.6066098,1,1,unassigned
17,-1,0,3.464594,0.9696633,1,1,unassigned
18,0,1,-0.33188888,0.41778108,0,0,val
19,-1,0,5.478533,0.9958419,1,1,unassigned
20,-1,0,1.4238659,0.8059437,1,1,unassigned
21,-1,0,3.0913124,0.956533,1,1,unassigned
22,-1,0,-0.3018288,0.42511046,0,1,unassigned
23,-1,0,1.070131,0.7446218,1,1,unassigned
24,-1,0,-0.2919483,0.42752698,0,1,unassigned
25,-1,0,4.786288,0.9917257,1,1,unassigned
26,-1,0,0.935656,0.71822137,1,1,unassigned
27,1,0,4.044701,0.98278654,1,0,val
28,-1,0,0.16126166,0.5402283,1,1,unassigned
29,-1,0,2.358897,0.91363883,1,1,unassigned
30,-1,0,-0.24590048,0.4388328,0,1,unassigned
31,-1,0,1.1500959,0.75952846,1,1,unassigned
32,-1,0,-0.48927563,0.38006422,0,1,unassigned
33,-1,0,0.54852515,0.63379335,1,1,unassigned
34,-1,0,-0.36680776,0.4093126,0,1,unassigned
35,0,0,-0.48720568,0.38055205,0,0,val
36,-1,0,6.4174986,0.99837,1,1,unassigned
37,-1,0,0.8867685,0.70822287,1,1,unassigned
38,-1,1,11.767313,0.99999225,1,1,unassigned
39,-1,0,2.065613,0.8875157,1,1,unassigned
40,-1,0,-0.4722981,0.38407245,0,1,unassigned
41,-1,0,3.0891938,0.9564448,1,1,unassigned
42,-1,0,1.627934,0.83588636,1,1,unassigned
43,-1,1,-0.63274914,0.34688744,0,1,unassigned
44,-1,1,4.9425664,0.9929143,1,1,unassigned
45,-1,1,-0.35792968,0.41146082,0,1,unassigned
46,-1,0,1.4004725,0.80225885,1,1,unassigned
47,-1,0,2.3503933,0.9129655,1,1,unassigned
48,-1,1,4.22316,0.98555934,1,1,unassigned
49,-1,1,1.5329758,0.8224413,1,1,unassigned
50,-1,0,-0.33379278,0.41731808,0,1,unassigned
51,-1,0,0.33399093,0.58273005,1,1,unassigned
52,-1,0,-0.3789121,0.4063893,0,1,unassigned
53,0,0,-0.34181863,0.41536778,0,0,val
54,-1,0,-0.4055336,0.39998356,0,1,unassigned
55,-1,1,3.0630608,0.9553431,1,1,unassigned
56,-1,0,-0.47973007,0.38231587,0,1,unassigned
57,-1,1,1.809574,0.8593104,1,1,unassigned
58,-1,0,-0.39945698,0.4014428,0,1,unassigned
59,-1,1,1.7861856,0.85645896,1,1,unassigned
60,0,0,0.16821052,0.54195374,1,1,unassigned
61,-1,0,-0.5128403,0.37452793,0,1,unassigned
62,0,0,-0.42290014,0.39582297,0,0,test
63,-1,0,2.055082,0.8864602,1,1,unassigned
64,-1,1,2.661242,0.9347005,1,1,unassigned
65,-1,0,3.1142058,0.9574749,1,1,unassigned
66,-1,0,1.3455557,0.793402,1,1,unassigned
67,-1,0,-0.48158556,0.38187775,0,1,unassigned
68,-1,0,2.5167851,0.9253102,1,1,unassigned
69,-1,0,2.2890863,0.9079691,1,1,unassigned
70,-1,0,0.81321734,0.6927947,1,1,unassigned
