epoch,train_loss,train_acc,train_f1,train_auc,train_parity,train_equality,val_loss,val_acc,val_f1,val_auc,val_parity,val_equality,test_loss,test_acc,test_f1,test_auc,test_parity,test_equality
1,1.6601448059082031,0.572,0.727735368956743,0.484935625122541,0.0,0.0,0.7581989169120789,0.5270955165692007,0.6903242277252999,0.4995743840153758,0.0,0.0,0.7528262734413147,0.5378020265003897,0.6994424733907755,0.48883318669501674,0.0,0.0
2,0.8173794150352478,0.572,0.727735368956743,0.5249330109143193,0.0,0.0,0.8489447832107544,0.5270955165692007,0.6903242277252999,0.5348999009741606,0.0,0.0,0.8396586775779724,0.5378020265003897,0.6994424733907755,0.5251325854779187,0.0,0.0
3,0.8728253841400146,0.572,0.727735368956743,0.5625612705051958,0.0,0.0,0.7555608153343201,0.5270955165692007,0.6903242277252999,0.5692705259101352,0.0,0.0,0.7484842538833618,0.5378020265003897,0.6994424733907755,0.5601559254099763,0.0,0.0
4,0.792855978012085,0.572,0.727735368956743,0.585582641657408,0.0,0.0,0.6922531723976135,0.5270955165692007,0.6903242277252999,0.5888799592189154,0.0,0.0,0.6881376504898071,0.5378020265003897,0.6994424733907755,0.5825359874868636,0.0,0.0
5,0.6874580383300781,0.57,0.7247119078104994,0.6108914450035946,0.0007624663244040208,0.002125123101643145,0.6790692210197449,0.5239766081871345,0.6855524079320113,0.6147742405986429,0.0073379256693361095,0.0127797371988978,0.6779534816741943,0.5424785658612626,0.6998977505112474,0.6091074614463425,0.0034411877879702013,0.0033351424022483034
6,0.6743302345275879,0.606,0.6936236391912909,0.6435036925691131,0.10696555346583303,0.08909967345669412,0.6780349612236023,0.5851851851851851,0.6516044531761623,0.6457600599033158,0.044785131764650266,0.06736328129511193,0.6778402924537659,0.5806703039750585,0.6544637122671806,0.642888041645282,0.07517978511516821,0.06425047122116656
7,0.683399498462677,0.612,0.6777408637873755,0.6560518920332004,0.07021467662955994,0.01855595293629808,0.6706330180168152,0.6035087719298246,0.6376914855717848,0.6604200305370322,0.0730113091311444,0.11587685442463469,0.6697433590888977,0.6153546375681995,0.6578856152512998,0.6672471100031772,0.05632635592302315,0.04224889035015622
8,0.6648495197296143,0.568,0.6966292134831461,0.6415103588000786,0.09546078381538148,0.11092105945161468,0.665614664554596,0.5489278752436647,0.6699001426533524,0.649869266379508,0.04331531266344102,0.05493924254707805,0.6628642678260803,0.5494933749025721,0.6767337807606264,0.6546795952782463,0.07295876356487918,0.05888857111329804
9,0.6643350124359131,0.576,0.7232375979112272,0.629730083001111,0.039309374947051,0.021199398745659015,0.6695259213447571,0.532943469785575,0.6834038054968288,0.6418087825675498,0.03257058679751579,0.033525733859027906,0.6649273037910461,0.5436477007014809,0.6946544980443285,0.6459203998338099,0.025980369678470172,0.011728171256522257
10,0.6671642065048218,0.554,0.6990553306342779,0.6389615057839357,0.06938443552076445,0.07842222567770696,0.6643536686897278,0.5454191033138401,0.6821155943293348,0.6494814558261829,0.04461889831243471,0.05283969779490061,0.659818172454834,0.5471551052221356,0.6845819761129208,0.655188552435418,0.0573132550858535,0.04060046074958501
