epoch,train_loss,train_acc,train_f1,train_auc,train_parity,train_equality,val_loss,val_acc,val_f1,val_auc,val_parity,val_equality,test_loss,test_acc,test_f1,test_auc,test_parity,test_equality
1,0.7771750688552856,0.552,0.6914600550964187,0.671111039629439,0.056061036077396986,0.07523148148148151,0.6569207906723022,0.5426900584795321,0.6882806271591815,0.6527347363906504,0.04442356151779092,0.05528397243636907,0.6720224022865295,0.5444271239282931,0.6832836629639665,0.6428166634979599,0.05713324555000998,0.03116565216581968
2,0.7141711711883545,0.55,0.29467084639498436,0.6718991250643336,0.0358770597171906,0.045601851851851866,0.7257280945777893,0.5450292397660819,0.29825616355983164,0.673354777440799,0.004412425893202551,0.00533033261797905,0.7232685089111328,0.5327357755261107,0.24921728240450844,0.6676550594498151,0.01378189223869633,0.03674075315053704
3,0.7088685035705566,0.662,0.6486486486486487,0.6814365671641791,0.026928663249803864,0.0796296296296296,0.6410075426101685,0.6475633528265107,0.6334144363341444,0.674537879484116,0.009786802455065358,0.044318592391706546,0.6487851738929749,0.6414653156664069,0.6213991769547326,0.6680871004382565,0.011966912715130174,0.04178998901733022
4,0.6455479264259338,0.554,0.6941015089163238,0.6759521358723624,0.05444164343311242,0.06273148148148155,0.6539613604545593,0.5477582846003899,0.6903363587827015,0.6570204944398493,0.03982488838235443,0.04849536180530467,0.67134028673172,0.5448168355416991,0.6831253391209983,0.6459506364225788,0.054942243631624255,0.03352971835967311
5,0.6837834119796753,0.576,0.6863905325443787,0.6795065620174988,0.038531528072254906,0.06990740740740742,0.6439316272735596,0.5551656920077973,0.6722206262568228,0.6615017002113777,0.05244395591756501,0.06669989509104435,0.6593814492225647,0.5545596258768511,0.6637246248896734,0.6511601123184696,0.07597733927896366,0.03399973939427792
6,0.660533607006073,0.65,0.6653919694072657,0.685972079258878,0.0793836291090001,0.1377314814814815,0.6399979591369629,0.623391812865497,0.6443298969072165,0.6736237478172962,0.0399457857150326,0.07797434301310702,0.6513203978538513,0.6247077162899455,0.6397306397306398,0.6656350088480044,0.022494868301513482,0.006985164088531448
7,0.6455209255218506,0.656,0.6126126126126127,0.6891083376222337,0.024641479824370982,0.06504629629629627,0.6460161805152893,0.6475633528265107,0.597864768683274,0.6801513341298288,0.018554799820157064,0.05235435720411097,0.6551260352134705,0.6371784879189399,0.5781603987313095,0.6746914167044474,0.004927907777821761,0.032664135068222855
8,0.6461129188537598,0.658,0.6104783599088838,0.6895908389089037,0.02455800597672747,0.06203703703703711,0.6424821019172668,0.6467836257309941,0.591891891891892,0.6819679563765586,0.015713385752674114,0.051538156823652814,0.6523096561431885,0.6391270459859704,0.5760073260073261,0.6775365498145088,0.0015672076241226018,0.028326911263751642
9,0.6451674699783325,0.668,0.6570247933884299,0.6901055069480186,0.058698809662932616,0.12291666666666667,0.6287536025047302,0.6530214424951267,0.6411290322580646,0.6813301473516526,0.014559959849015591,0.046294885579589384,0.6417622566223145,0.6488698363211224,0.6329938900203665,0.6758930878316782,0.002434073537893988,0.023687198674633758
10,0.6345637440681458,0.63,0.6702317290552585,0.6892048378795677,0.11173809245563371,0.12777777777777777,0.6232936382293701,0.6015594541910332,0.6470994475138122,0.6757840884722605,0.034505405744518436,0.07284642808948172,0.6410743594169617,0.6001558846453624,0.6369426751592356,0.6682065363109427,0.05370136972872008,0.019954952439455775
11,0.6304461359977722,0.61,0.675540765391015,0.6901376737004632,0.12075326800113517,0.09606481481481477,0.6297062039375305,0.5824561403508772,0.6570605187319886,0.6741212511104984,0.03862375704472021,0.060686130687828466,0.6514049768447876,0.5818394388152767,0.6469233300427772,0.6662090322769353,0.05261829093792747,0.028964464548314472
12,0.6543475985527039,0.646,0.6691588785046728,0.6927753474009264,0.09794821282492194,0.13749999999999996,0.6161882281303406,0.6249512670565303,0.6537077033837292,0.6800036761327084,0.0385747446125535,0.07612646535174972,0.6364433765411377,0.6250974279033515,0.6444937176644494,0.6733770127382015,0.03730007862896867,0.0183959717801232
13,0.6333292722702026,0.666,0.6393088552915767,0.6933704323211529,0.05333978864421779,0.11412037037037037,0.6155515313148499,0.653411306042885,0.6250527203711514,0.687415372361609,0.01642962076140486,0.06339591595094962,0.6335919499397278,0.6543257989088075,0.619802828975568,0.6839288064700119,0.0010078743118286382,0.03231976322108676
14,0.6238082647323608,0.666,0.6088992974238876,0.6928235975295934,0.039382961318219,0.0715277777777778,0.6215534210205078,0.6421052631578947,0.5808219178082192,0.6880642097846398,0.024163129058229427,0.060718778703046705,0.6392144560813904,0.6360093530787218,0.5631431244153414,0.6850238384252014,1.4772308367883014e-05,0.024766850952141595
15,0.6292557716369629,0.66,0.617117117117117,0.6949787699433866,0.032988864588724354,0.08981481481481479,0.616415798664093,0.653411306042885,0.6071586389748123,0.6879220659865821,0.016006153347483787,0.05620682299987373,0.6365240812301636,0.6445830085736555,0.5880758807588075,0.6842389741189776,0.002205102758191413,0.03227788015859717
16,0.6202075481414795,0.666,0.6679920477137177,0.6980989449305198,0.062354964189719364,0.12870370370370376,0.6103984117507935,0.6518518518518519,0.6537417603722373,0.6846742027387188,0.010478204498164945,0.04829947371399468,0.6347923278808594,0.647310989867498,0.6446800157047506,0.6796985828568086,0.020005062872958834,8.376612497906777e-05
17,0.6144510507583618,0.66,0.6653543307086615,0.6978737776634071,0.04574366850865619,0.12245370370370368,0.6086385846138,0.6467836257309941,0.6531393568147015,0.6855791440737677,0.010235102834617649,0.04884360730096682,0.635357141494751,0.6445830085736555,0.645412130637636,0.6810276116237917,0.0188991541510522,0.0075715269633848115
18,0.6123213171958923,0.674,0.6652977412731006,0.6990478641276378,0.07377418654735468,0.13518518518518519,0.6059378385543823,0.6596491228070176,0.6526064464783128,0.6886934411665595,0.007611957465050834,0.04765521954701968,0.6326599717140198,0.6551052221356196,0.6430012101653892,0.6850610097937415,0.010538699083378289,0.009521416205953037
